Company Name,Rating,Company Type,Rated For,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,page_no
CEVA Logistics,3.7,Logistics | Marseille +39 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",259,1.2k,7,--,30,--,500
RND Softech,3.4,BPO | Coimbatore +6 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",259,1.5k,34,3,16,--,500
The Phoenix Mills,3.9,Real Estate | Mumbai +15 other locations,Critically Rated For Promotions / Appraisal,259,1.6k,21,36,27,--,500
Hygienic Research Institute,4.2,Beauty & Personal Care | Mumbai +49 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",259,1k,13,--,41,--,500
VSynergize Outsourcing,4,Marketing & Advertising | Boston +2 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Skill Development / Learning",259,900,8,9,26,--,500
Orix Auto Infrastructure Services,4.2,Logistics | Mumbai +20 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",259,987,10,2,28,--,500
Rheinmetall Automotive,4,Auto Components | Neckarlsum +15 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",259,1.3k,20,--,42,1,500
Starbucks,4.3,Hospitality | Seattle +49 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning",259,867,31,--,40,1,500
Bluechip Corporate Investment Centre,4,Accounting & Auditing | Mumbai +81 other locations,"Highly Rated For Salary & Benefits, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",259,981,9,--,23,1,500
Avance Consulting Services,4.4,London +7 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning",259,1.2k,8,7,17,3,500
CK Birla Group,4.1,Building Material | Delhi/NCR +45 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",259,1.3k,11,--,28,--,500
Shriram Value Services,3.8,IT Services & Consulting | Chennai +27 other locations,"Highly Rated For Job Security, Company Culture  Critically Rated For Salary & Benefits",258,827,2,--,35,--,500
Kalkine,4.1,Financial Services | Sydney +2 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits",258,893,11,1,34,15,500
Miles Education - CPA & CMA Review (Hyderabad),4.3,EdTech | Bengaluru/Bangalore +14 other locations,"Highly Rated For Company Culture, Work Satisfaction, Skill Development / Learning",258,326,14,26,177,1,500
Mirza International,3.8,Fashion & Textile | Kanpur +29 other locations,Critically Rated For Promotions / Appraisal,258,1.3k,7,7,31,--,500
Siemens Healthcare,4.4,Healthcare | Erlangen +22 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",259,2.3k,11,26,42,--,500
Ircon International,4,Engineering & Construction | Delhi/NCR +47 other locations,missing,258,895,24,--,38,--,500
Al Tasnim Enterprises,3.6,Engineering & Construction | Muscat +17 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Salary & Benefits",258,1.3k,10,--,32,--,500
Lafarge,4.3,Building Material | Paris +74 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning",258,600,10,--,53,--,500
Royal Research,2,Analytics & KPO | Kolkata +6 other locations,"Critically Rated For Salary & Benefits, Work Satisfaction, Company Culture",259,525,26,--,28,2,500
Nava Limited,3.8,Metals & Mining | Hyderabad/Secunderabad +25 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",258,1.2k,17,6,32,1,500
L&T Infrastructure Development Projects,4.2,Engineering & Construction | Chennai +54 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",258,1.7k,9,--,16,1,500
Kyndal India,3.9,Gurgaon +11 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits",258,3k,3,5,48,--,500
AppInventiv Technologies,3.6,Software Product | Noida +9 other locations,"Highly Rated For Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",258,2.2k,61,19,70,10,500
Louis Philippe,4.4,Fashion & Textile | Bangalore/Bengaluru +68 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",258,704,7,--,30,--,500
Eaton India Innovation Center,4.1,Engineering & Construction | Pune +2 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture",258,1.9k,27,--,42,--,500
GSH Group,4.2,Facility Management Services | Parsippany +32 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",259,1k,9,34,36,--,500
Pfizer Healthcare india pvt lit,4,Pharma | Mumbai +16 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",257,1.3k,20,--,40,--,500
Bain & Company,3.7,Management Consulting | Boston +7 other locations,"Highly Rated For Salary & Benefits, Company Culture  Critically Rated For Work Life Balance, Work Satisfaction, Promotions / Appraisal",257,4.2k,101,27,35,9,500
Shah Technical Consultants,3.6,Telecom | Mumbai +56 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",257,847,16,--,23,--,500
MSCI,4,Financial Services | New York City +11 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",257,2.7k,46,13,25,13,500
EVRY India,4.5,IT Services & Consulting | Bangalore/Bengaluru +3 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security",257,1.8k,18,16,27,3,500
Leap Finance,4,FinTech | Bangalore +11 other locations,"Highly Rated For Company Culture, Salary & Benefits, Work Life Balance",257,756,25,1,16,1,500
Metric Stream Infotech,3.1,Internet | San Jose +3 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",257,2.4k,17,1,41,--,500
SKH Y-TEC,4,Auto Components | Becharaji +19 other locations,Highly Rated For Job Security  Critically Rated For Promotions / Appraisal,258,1.3k,20,--,29,--,500
Civica India,3.5,IT Services & Consulting | London +3 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",257,1.8k,32,2,16,17,500
Shakti Pumps,3.8,Industrial Machinery | Dhar +35 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",257,1.3k,23,91,29,--,500
Health India Tpa Services,3.2,Insurance | Mumbai +29 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",257,1.4k,17,1,28,--,500
Origo Commodities,3.6,Agriculture | Gurgaon +49 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",257,983,12,1,22,--,500
Banco Products,3.5,Auto Components | Vadodara/Baroda +18 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",258,1.6k,13,--,25,--,500
Conviction HR,4.3,Recruitment | Mumbai +12 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits, Work Satisfaction",258,321,6,8,56,1,500
DSV - Global Transport and Logistics,4,Logistics | Hedehusene +31 other locations,Highly Rated For Work Life Balance,257,1.5k,13,1,34,--,500
Miraj Group,4.6,Printing & Publishing | Nathdwara +29 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",257,819,9,--,20,3,500
Empower Retirement,3.7,Financial Services | Greenwood Village +3 other locations,"Highly Rated For Job Security, Salary & Benefits  Critically Rated For Promotions / Appraisal",257,2.1k,39,2,42,10,500
Madina Group,4.6,Oil & Gas | Doha +18 other locations,"Highly Rated For Skill Development / Learning, Work Satisfaction, Company Culture",257,549,22,--,46,--,500
Shiash Info Solutions,3.2,IT Services & Consulting | Ashok Nagar +6 other locations,"Critically Rated For Salary & Benefits, Promotions / Appraisal, Job Security",260,248,27,--,22,1,500
Tata Steel Long Products,3.9,Iron & Steel | Barbil +17 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",--,--,--,--,--,--,500
Halonix Technologies,4.1,Electronics Manufacturing | Noida +42 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",256,1.2k,14,7,27,--,500
Emami Paper Mills,4.1,Pulp & Paper | Kolkata +7 other locations,"Highly Rated For Job Security, Skill Development / Learning, Work Life Balance",256,797,14,--,29,--,500
Sundaram Auto Components,4.1,Auto Components | Bhiwadi +17 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Satisfaction",256,1.2k,14,--,36,--,500
Xtancia Technosoft,4.1,Software Product | Coimbatore +2 other locations,"Highly Rated For Company Culture, Work Satisfaction, Skill Development / Learning",256,29,40,--,3,2,500
MindGate Solutions,3.2,IT Services & Consulting | Mumbai +8 other locations,"Critically Rated For Work Life Balance, Promotions / Appraisal, Company Culture",256,2.4k,48,1,24,--,500
Tega Industries,3.8,Industrial Machinery | Kolkata +16 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",256,1.3k,20,8,35,3,500
Tudip Technologies,3.1,IT Services & Consulting | Pune +3 other locations,"Critically Rated For Work Life Balance, Work Satisfaction, Job Security",256,1.4k,59,--,23,12,500
Infovision,3.5,IT Services & Consulting | Dallas +7 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Skill Development / Learning",257,3.5k,23,7,3,37,500
ESAF CO-OPERATIVE,3.6,Financial Services | Thrissur +104 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",256,840,16,--,22,--,500
IndianOil Adani Ventures,4.1,Mumbai +26 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",257,932,14,--,5,--,500
ONPASSIVE,3.1,IT Services & Consulting | Orlando +7 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",256,1.4k,23,--,38,6,500
Omkar Realtors and Developers Group,3.8,Real Estate | Sion Mumbai +11 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits  Critically Rated For Job Security, Promotions / Appraisal",256,976,5,17,32,12,500
McAfee,4,Software Product | Santa Clara +9 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits",255,3.2k,29,--,49,6,500
Ang India,3.9,Consumer Electronics & Appliances | Noida +35 other locations,"Highly Rated For Skill Development / Learning, Job Security, Company Culture",255,937,23,3,19,--,500
Polyplastics Industries (I),3.8,Auto Components | Tokyo +15 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",255,1.3k,17,1,27,--,500
SMS Infrastructure,4.1,Engineering & Construction | Nagpur +42 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",255,2.7k,10,2,34,--,500
Wartsila,4.3,Ports & Shipping | Helsinki +42 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",255,873,8,20,46,--,500
Galax E Solutions,3.5,IT Services & Consulting | Somerset +7 other locations,"Critically Rated For Promotions / Appraisal, Skill Development / Learning, Company Culture",255,2.1k,15,5,24,--,500
Shaw Toyota,4.9,Automobile | Pune +3 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Satisfaction",255,145,3,--,82,--,500
ScoreMe Solutions,4.4,Software Product | New Delhi +4 other locations,"Highly Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",255,392,8,1,117,--,500
Yodlee,3.8,Software Product | Redwood City +4 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits  Critically Rated For Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",255,2.1k,17,25,70,--,500
TÜV Rheinland,4,Law Enforcement & Security | Cologne +45 other locations,Critically Rated For Promotions / Appraisal,255,1.2k,10,--,30,1,500
doodleblue innovation,4.3,IT Services & Consulting | Chennai +3 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",255,1.1k,17,8,37,2,500
Merit Data and Technology,3.6,IT Services & Consulting | London +6 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",255,1.7k,10,3,2,28,500
CESC,3.8,Power | Kolkata +15 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",255,1.4k,20,--,42,--,500
Naaptol Online Shopping,3.7,Internet | Mumbai +21 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",255,1.1k,24,--,35,--,500
SMS Infrastructure,4.1,Engineering & Construction | Nagpur +42 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",255,2.7k,10,2,34,--,500
Omkar Realtors and Developers Group,3.8,Real Estate | Sion Mumbai +11 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits  Critically Rated For Job Security, Promotions / Appraisal",256,976,5,17,32,12,500
McAfee,4,Software Product | Santa Clara +9 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits",255,3.2k,29,--,49,6,500
PowerSchool India,3.8,EdTech | Folsom +7 other locations,Critically Rated For Promotions / Appraisal,255,2.5k,37,47,33,--,500
Epsilon Carbon,3.7,Chemicals | Mumbai +13 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,255,1.5k,20,--,36,5,500
Adama,4.2,Agro Chemicals | Tel Aviv +57 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Work Satisfaction",254,951,13,--,34,--,500
Aeronautical Development Agency,4.4,Defence & Aerospace | Bangalore/Bengaluru +5 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning",254,1.8k,12,--,25,--,500
Shiprocket Private Limited,3.4,Internet | Delhi +8 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",254,2k,41,23,19,14,500
Bharat IT Services,3.3,IT Services & Consulting | Noida +45 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",254,1k,11,--,8,1,500
Rahee Infratech,4.1,Engineering & Construction | Howrah +32 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",254,990,27,2,19,1,500
